Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Taiwan,Consumer Confidence,2019-05-31T00:00:00,79.48,Monthly,TaiiwanCondence,2019-05-28T02:04:00
Taiwan,Consumer Confidence,2019-06-30T00:00:00,79.8,Monthly,TaiiwanCondence,2019-06-27T02:11:00
Taiwan,Consumer Confidence,2019-07-31T00:00:00,81.48,Monthly,TaiiwanCondence,2019-07-29T02:12:00
Taiwan,Consumer Confidence,2019-08-31T00:00:00,79.74,Monthly,TaiiwanCondence,2019-08-27T02:01:00
Taiwan,Consumer Confidence,2019-09-30T00:00:00,80.86,Monthly,TaiiwanCondence,2019-10-18T08:02:00
Taiwan,Consumer Confidence,2019-10-31T00:00:00,80.97,Monthly,TaiiwanCondence,2019-11-22T11:58:00
Taiwan,Consumer Confidence,2019-11-30T00:00:00,80.37,Monthly,TaiiwanCondence,2019-12-27T00:26:00
Taiwan,Consumer Confidence,2019-12-31T00:00:00,84.28,Monthly,TaiiwanCondence,2019-12-27T09:34:00
Taiwan,Consumer Confidence,2020-01-31T00:00:00,85.3,Monthly,TaiiwanCondence,2020-01-30T02:05:00
Taiwan,Consumer Confidence,2020-02-29T00:00:00,83.93,Monthly,TaiiwanCondence,2020-02-29T10:09:00
Taiwan,Consumer Confidence,2020-03-31T00:00:00,78.51,Monthly,TaiiwanCondence,2020-03-27T02:04:00
Taiwan,Consumer Confidence,2020-04-30T00:00:00,73.39,Monthly,TaiiwanCondence,2020-04-29T01:53:00
Taiwan,Consumer Confidence,2020-05-31T00:00:00,64.87,Monthly,TaiiwanCondence,2020-05-27T12:47:00
Taiwan,Consumer Confidence,2020-06-30T00:00:00,68.77,Monthly,TaiiwanCondence,2020-06-29T02:08:00
Taiwan,Consumer Confidence,2020-07-31T00:00:00,69.43,Monthly,TaiiwanCondence,2020-07-28T01:16:00
Taiwan,Consumer Confidence,2020-08-31T00:00:00,71.33,Monthly,TaiiwanCondence,2020-08-27T02:16:00
Taiwan,Consumer Confidence,2020-09-30T00:00:00,71.6,Monthly,TaiiwanCondence,2020-10-15T01:55:00
Taiwan,Consumer Confidence,2020-10-31T00:00:00,71.1,Monthly,TaiiwanCondence,2020-10-29T12:37:00
